position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
56_1	152605961465739_1072619929464333	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2016-03-22T11:22:26+0000	1072679332791726	c6f94f0812d33de3a837c6963e6fdeeafa6ee45e	0	"Que bonita esta la iglesia"	2016-03-22T12:52:07+0000	0
56_2	152605961465739_1072619929464333	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2016-03-22T11:22:26+0000	1072693939456932	4aa154775e0a286b7a9cad91ce4e734a15cbbc0d	0	"Bonita foto de la iglesia. ."	2016-03-22T13:15:32+0000	0
56_3	152605961465739_1072619929464333	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2016-03-22T11:22:26+0000	1072705816122411	3745b8d6c63a202b4dd8e3ed3a29c2fa35dc1734	0	"Están haciendo el monumento"	2016-03-22T13:29:40+0000	1
56_4	152605961465739_1072619929464333	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2016-03-22T11:22:26+0000	1072705986122394	3745b8d6c63a202b4dd8e3ed3a29c2fa35dc1734	0		2016-03-22T13:30:12+0000	2
56_5	152605961465739_1072619929464333	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2016-03-22T11:22:26+0000	1072778086115184	31f4f989c7b8c329d8648f16a78a2ea78054fd9c	0	"Yo decia que flaltaba algo.  Que ibamos hacer si no estuviese Emilia ."	2016-03-22T14:42:48+0000	1
60_0	152605961465739_1031298056929854	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Hola. Para los que viven en Lobras  mi primo Fernando Rigalt Monteoliva  con su señora y cuatro hijos el Jueves van a visitar Lobras..."	2016-01-11T23:09:26+0000	1031335383592788	abcfca576ac585ae2090196ddcd2995f36a1593d	0	"son de Córdoba. argentina"	2016-01-12T01:18:21+0000	0
61_0	152605961465739_1021663907893269	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-12-23T10:55:33+0000	1027256387334021	b694fe42ed23b288ec5ddf3df5b8077a90d1eb52	0	"preciosas fotos"	2016-01-03T21:19:53+0000	0
63_0	152605961465739_1025686910824302	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Feliz año nuevo a todos los miembros del grupo"	2015-12-31T17:45:44+0000	1026139600779033	5f2ce636add4c4b45a9ae895fdd2cdef91262fe4	0	"Muito obrigado pela mensagem e  deixo aqui os meus votos de um feliz ano novo a todos, Beijos  José Antonio e Yvonice."	2016-01-01T15:19:33+0000	0
90_0	152605961465739_1017301138329546	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-12-16T06:35:29+0000	1017489908310669	31f4f989c7b8c329d8648f16a78a2ea78054fd9c	0	"Jajaja  Perdón placeta"	2015-12-16T17:45:30+0000	0
94_0	152605961465739_1016809838378676	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-12-15T11:01:26+0000	1016812518378408	8e2013825801f8b6e1b1a3e4a87b44760c24e948	0	"que bonita foto"	2015-12-15T11:10:30+0000	1
94_1	152605961465739_1016809838378676	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-12-15T11:01:26+0000	1016911315035195	31f4f989c7b8c329d8648f16a78a2ea78054fd9c	0	"La foto es preciosa"	2015-12-15T14:50:38+0000	1
99_0	152605961465739_1015732048486455	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-12-13T10:46:17+0000	1015791615147165	8e2013825801f8b6e1b1a3e4a87b44760c24e948	0	"gracias fernando por enseñar mi pueblo"	2015-12-13T14:03:27+0000	1
99_1	152605961465739_1015732048486455	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-12-13T10:46:17+0000	1015927731800220	a6e81f300cc4cd9db0598ca286b1dbbc5522ff15	0	"Y quien conoce al pastor yo si que se quien es"	2015-12-13T20:59:56+0000	1
103_0	152605961465739_1010247539034906	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s post to the group: Lobreños del mundo."	2015-12-01T10:00:48+0000	1010886065637720	b9cf34c5c837b39b933d0b70dfdbd2e649e7bfe8	0	"Os esperamos a todos a disfrutar de un dia de fraternidad, y subir un poquito el colesterol"	2015-12-02T19:41:56+0000	2
103_1	152605961465739_1010247539034906	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s post to the group: Lobreños del mundo."	2015-12-01T10:00:48+0000	1010906088969051	38aa15de627ec848163a33b05e9623707ccecd0b	0		2015-12-02T21:04:41+0000	0
104_0	152605961465739_1008683572524636	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-11-27T14:54:12+0000	1008693979190262	5f2ce636add4c4b45a9ae895fdd2cdef91262fe4	0	"FELIZ NATAL A TODOS OS LOBREÑOS,,BESOS"	2015-11-27T15:08:11+0000	2
104_1	152605961465739_1008683572524636	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-11-27T14:54:12+0000	1008694215856905	38aa15de627ec848163a33b05e9623707ccecd0b	0	"Igualmente Jose Antonio Monteoliva Carvalho"	2015-11-27T15:08:49+0000	0
104_2	152605961465739_1008683572524636	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-11-27T14:54:12+0000	1008702635856063	8e2013825801f8b6e1b1a3e4a87b44760c24e948	0	"un trabajo muy bonito y original"	2015-11-27T15:29:22+0000	2
104_3	152605961465739_1008683572524636	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-11-27T14:54:12+0000	1008842762508717	d5f04ade1fe7e0f7656817b6fe69be5600ae7713	0	Precioso	2015-11-27T23:22:05+0000	1
104_4	152605961465739_1008683572524636	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-11-27T14:54:12+0000	1009123159147344	d46e49b13326d40d7982fcf7898b9d9510cdab0d	0	"cada dia sois mejores"	2015-11-28T18:05:05+0000	1
104_5	152605961465739_1008683572524636	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-11-27T14:54:12+0000	1009123239147336	d46e49b13326d40d7982fcf7898b9d9510cdab0d	0	"una lucecita por favor"	2015-11-28T18:05:20+0000	1
107_0	152605961465739_1000822206644106	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Olee la gente de Lobras!!!"	2015-11-08T08:17:07+0000	1000869466639380	d2a4af46ea6ca97f630c3b9ea2e46b7e9bdb2d3b	0	"Me gusta Lobras su jente y su jabon de seda."	2015-11-08T11:30:29+0000	1
117_0	152605961465739_971138599612467	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Ana Puertas Lopez shared a link to the group: Lobreños del mundo."	2015-09-02T10:45:04+0000	972686686124325	ed271807803928f63e57baa974e7ca1bdf6ec444	0	"Que potito,así.me gusta que se pase bien!😉"	2015-09-05T13:28:01+0000	1
119_0	152605961465739_966778546715139	29cc1edd5aea801b3dd1bb549f122c9bb3660b79	"Ana Puertas Lopez shared Eduardo Castro Villegas s photo to the group: Lobreños del mundo."	2015-08-26T07:28:10+0000	968052139921113	d46e49b13326d40d7982fcf7898b9d9510cdab0d	0	"es buena, un poco cruda de color"	2015-08-28T07:43:26+0000	1
120_0	152605961465739_965848866808107	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-08-24T12:43:16+0000	966035213456139	69ff28fb63f2105b1550a98e4c4938d914bd656d	0	"que bonito y que original"	2015-08-24T21:27:03+0000	1
132_0	152605961465739_948682695191391	29cc1edd5aea801b3dd1bb549f122c9bb3660b79		2015-07-18T18:59:44+0000	948945531831774	8e2013825801f8b6e1b1a3e4a87b44760c24e948	0	"como me gusta mi puebjo"	2015-07-19T09:45:28+0000	1
